CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,ProductsPerTenure,EngagementScore,WealthScore,RelationshipStrength,AgeGroup,WealthSegment,HighValueDisengaged,Geography_enc,Gender_enc,Cluster,ChurnProbability,PredictedChurn,RevenueAtRisk,RSI,RSICategory,Recommendation
603,Germany,Male,44,6,108122.39,2,1,0,108488.33,1,0.9966177319004552,0.2857142857142857,0.3,1.5339746835825596,0.4,36-45,High,1,2,1,Wealthy Disengaged,0.496,1,53628.71,60.0,Moderate Risk,Reactivation Campaign
435,France,Male,36,4,0.0,1,1,1,197015.2,0,0.0,0.2,1.0,1.001802976976827,0.52,36-45,Low,0,0,1,Young Active,0.3084,1,0.0,59.5,Moderate Risk,Cross-Sell Programme
535,France,Female,40,8,0.0,1,1,1,27689.77,0,0.0,0.1111111111111111,1.0,0.3781311582226114,0.64,36-45,Low,0,0,0,Young Active,0.2435,0,0.0,71.5,Stable,Cross-Sell Programme
629,Germany,Female,45,7,129818.39,3,1,0,9217.55,1,14.082300361770562,0.375,0.3,1.2069429889704009,0.53,36-45,Medium,1,2,0,High Risk,0.9837,1,127702.35,39.0,Moderate Risk,Immediate Outreach
722,France,Female,35,2,163943.89,2,1,1,15068.18,0,10.879416796401664,0.6666666666666666,1.0,1.6427486774984643,0.56,26-35,High,0,0,0,Premium Loyal,0.1144,0,18755.18,76.0,Stable,Relationship Manager Assignment
561,France,Male,28,7,0.0,2,1,0,7797.01,0,0.0,0.25,0.3,0.3389558050452431,0.43,26-35,Low,0,0,1,High Risk,0.0063,0,0.0,63.0,Stable,Reactivation Campaign
645,France,Female,38,5,101430.3,2,0,1,4400.32,0,23.04542728090664,0.3333333333333333,0.7,1.06802080335182,0.5299999999999999,36-45,Low,0,0,0,Young Active,0.0617,0,6258.25,73.0,Stable,Relationship Manager Assignment
501,France,Female,39,9,117301.66,1,0,0,182025.95,0,0.6444191917735258,0.1,0.0,1.714073035965729,0.27,36-45,High,1,0,0,Wealthy Disengaged,0.3836,1,44996.92,34.5,Moderate Risk,Reactivation Campaign
502,Germany,Female,32,1,173340.83,1,0,1,122763.95,0,1.4119732871638035,0.5,0.7,1.7157955986173277,0.3099999999999999,26-35,High,0,2,0,Premium Loyal,0.0463,0,8025.68,38.5,Moderate Risk,Cross-Sell Programme
652,Spain,Female,42,4,0.0,2,1,1,38152.01,0,0.0,0.4,1.0,0.7113525148037083,0.62,36-45,Low,0,1,0,Young Active,0.0477,0,0.0,82.0,Loyal,Standard Retention Programme
574,France,Female,33,3,134348.57,1,1,0,63163.99,0,2.1269467469242063,0.25,0.3,1.3746427063698832,0.21,26-35,Medium,1,0,0,Wealthy Disengaged,0.2435,0,32713.88,28.5,High Risk,Reactivation Campaign
518,France,Female,45,9,105525.65,2,1,1,73418.29,0,1.4373014231001144,0.2,1.0,1.1379401609452842,0.77,36-45,Medium,0,0,0,Young Active,0.2916,0,30771.28,97.0,Loyal,Relationship Manager Assignment
749,France,Female,60,6,0.0,1,1,0,17978.68,1,0.0,0.1428571428571428,0.3,0.8406037966722205,0.3,56+,Low,0,0,0,High Risk,0.9843,1,0.0,37.5,Moderate Risk,Immediate Outreach
679,France,Female,43,4,0.0,3,1,0,115136.51,1,0.0,0.6,0.3,1.168269684121757,0.4399999999999999,36-45,Medium,0,0,0,High Risk,0.9057,1,0.0,30.0,High Risk,Immediate Outreach
565,France,Male,36,6,106192.1,1,1,0,149575.59,0,0.7099513366363013,0.1428571428571428,0.3,1.6420723737135658,0.3,36-45,High,1,0,1,Wealthy Disengaged,0.1553,0,16491.63,37.5,Moderate Risk,Reactivation Campaign
643,France,Female,45,4,45144.43,1,1,0,60917.24,1,0.7410658942215008,0.2,0.3,1.0485900090105835,0.24,36-45,Low,0,0,0,High Risk,0.8141,1,36752.08,31.5,Moderate Risk,Immediate Outreach
515,France,Male,65,7,92113.61,1,1,1,142548.33,0,0.6461876039683947,0.125,1.0,1.410939404222071,0.6100000000000001,56+,Medium,0,0,1,Premium Loyal,0.062,0,5711.04,68.5,Stable,Cross-Sell Programme
521,France,Male,25,7,0.0,2,1,1,157878.67,0,0.0,0.25,1.0,1.0080993280973451,0.71,18-25,Low,0,0,1,Young Active,0.0104,0,0.0,91.0,Loyal,Standard Retention Programme
739,Spain,Male,38,0,128366.44,1,1,0,12796.43,0,10.030642089857103,1.0,0.3,1.480531834220042,0.12,36-45,High,1,1,1,Wealthy Disengaged,0.2973,0,38163.34,19.5,High Risk,Reactivation Campaign
585,France,Male,42,2,0.0,2,1,1,18657.77,0,0.0,0.6666666666666666,1.0,0.4517200374656774,0.56,36-45,Low,0,0,1,Young Active,0.0313,0,0.0,76.0,Stable,Standard Retention Programme
733,Germany,Male,72,3,106545.53,1,1,1,134589.58,0,0.7916269474431272,0.25,1.0,1.9695159175215624,0.49,56+,Premium,0,2,1,Premium Loyal,0.0792,0,8438.41,56.5,Moderate Risk,Cross-Sell Programme
542,France,Female,43,8,145618.37,1,0,1,10350.74,0,14.067042835310778,0.1111111111111111,0.7,1.089544666318942,0.52,36-45,Medium,0,0,0,Premium Loyal,0.2254,0,32822.38,59.5,Moderate Risk,Cross-Sell Programme
788,Spain,Male,37,8,141541.25,1,0,0,66013.27,0,2.144100813354446,0.1111111111111111,0.0,1.939801741246552,0.24,36-45,Premium,1,1,1,Wealthy Disengaged,0.178,0,25194.34,31.5,Moderate Risk,Reactivation Campaign
435,Germany,Male,32,2,57017.06,2,1,1,5907.11,0,9.65064292980327,0.6666666666666666,1.0,0.3344853065610451,0.56,26-35,Low,0,2,1,Young Active,0.011,0,627.19,76.0,Stable,Standard Retention Programme
577,France,Male,42,9,0.0,1,1,0,74077.91,0,0.0,0.1,0.3,0.7150101299334977,0.39,36-45,Low,0,0,1,High Risk,0.4208,1,0.0,46.5,Moderate Risk,Reactivation Campaign
703,France,Female,51,3,0.0,3,1,1,77294.56,1,0.0,0.75,1.0,1.0328380386243423,0.69,46-55,Low,0,0,0,Young Active,0.921,1,0.0,55.0,Moderate Risk,Immediate Outreach
728,Germany,Female,35,8,125884.95,2,1,0,54359.02,1,2.315763496775756,0.2222222222222222,0.3,1.6526812234746533,0.4599999999999999,26-35,High,1,2,0,Wealthy Disengaged,0.2723,0,34278.47,66.0,Stable,Reactivation Campaign
728,Germany,Male,32,5,61825.5,1,1,1,156124.93,0,0.3959976411349479,0.1666666666666666,1.0,1.8268297162554927,0.55,26-35,Premium,0,2,1,Premium Loyal,0.0181,0,1119.04,62.5,Stable,Cross-Sell Programme
718,France,Male,35,8,0.0,2,1,0,94820.85,0,0.0,0.2222222222222222,0.3,1.1580396513785205,0.4599999999999999,26-35,Medium,0,0,1,High Risk,0.0261,0,0.0,66.0,Stable,Reactivation Campaign
621,France,Female,40,6,0.0,1,1,0,155155.25,0,0.0,0.1428571428571428,0.3,1.233454845498104,0.3,36-45,Medium,0,0,0,High Risk,0.5681,1,0.0,37.5,Moderate Risk,Reactivation Campaign
523,France,Female,40,2,102967.41,1,1,0,128702.1,1,0.8000383052156474,0.3333333333333333,0.3,1.417879628719933,0.18,36-45,Medium,1,0,0,Wealthy Disengaged,0.3813,1,39261.47,25.5,High Risk,Reactivation Campaign
657,Germany,Male,25,2,171770.55,1,1,0,22745.5,0,7.551515617787351,0.3333333333333333,0.3,1.5684570516031042,0.18,18-25,High,1,2,1,Wealthy Disengaged,0.0593,0,10185.99,25.5,High Risk,Reactivation Campaign
727,Germany,Male,40,1,93051.64,2,1,0,71865.31,1,1.29478805854927,1.0,0.3,1.5629498407391722,0.2499999999999999,36-45,High,0,2,1,Wealthy Disengaged,0.3344,1,31116.47,45.0,Moderate Risk,Reactivation Campaign
643,France,Male,36,7,161064.64,2,0,1,84294.82,0,1.9107073162109345,0.25,0.7,1.7910596779627024,0.59,36-45,High,0,0,1,Premium Loyal,0.0644,0,10372.56,79.0,Stable,Relationship Manager Assignment
645,France,Female,48,7,90612.34,1,1,1,149139.13,0,0.6075651134272178,0.125,1.0,1.747459101528235,0.6100000000000001,46-55,High,0,0,0,Premium Loyal,0.2653,0,24039.45,68.5,Stable,Cross-Sell Programme
568,France,Male,28,5,145105.64,2,1,0,185489.11,0,0.7822823545686615,0.3333333333333333,0.3,2.041518366259646,0.37,26-35,Premium,1,0,1,Wealthy Disengaged,0.0887,0,12870.87,57.0,Moderate Risk,Reactivation Campaign
599,France,Male,58,4,0.0,1,0,0,176407.15,1,0.0,0.2,0.0,1.2891259457635005,0.12,56+,Medium,0,0,1,High Risk,0.9679,1,0.0,19.5,High Risk,Immediate Outreach
672,France,Female,45,9,0.0,1,1,1,92027.69,1,0.0,0.1,1.0,1.033757467254254,0.67,36-45,Low,0,0,0,Young Active,0.535,1,0.0,74.5,Stable,Cross-Sell Programme
685,France,Male,33,6,174912.72,1,1,1,43932.54,0,3.981302667620228,0.1428571428571428,1.0,1.7603111363552826,0.5800000000000001,26-35,High,0,0,1,Premium Loyal,0.1172,0,20499.77,65.5,Stable,Cross-Sell Programme
516,France,Female,46,1,104947.72,1,1,0,115789.25,1,0.9063605959914588,0.5,0.3,1.3459761735661862,0.15,46-55,Medium,1,0,0,Wealthy Disengaged,0.6848,1,71868.2,22.5,High Risk,Reactivation Campaign
685,Spain,Male,31,10,135213.71,1,1,1,125777.28,0,1.075016370075978,0.0909090909090909,1.0,1.9639311918344624,0.7,26-35,Premium,0,1,1,Premium Loyal,0.0157,0,2122.86,77.5,Stable,Cross-Sell Programme
806,Spain,Male,25,7,0.0,2,1,0,18461.9,0,0.0,0.25,0.3,0.9794299902965816,0.43,18-25,Low,0,1,1,High Risk,0.0077,0,0.0,63.0,Stable,Reactivation Campaign
604,France,Male,36,6,116229.85,2,1,1,79633.38,0,1.459543604156898,0.2857142857142857,1.0,1.4329141323643964,0.68,36-45,Medium,0,0,1,Premium Loyal,0.0569,0,6613.48,88.0,Loyal,Relationship Manager Assignment
648,Spain,Female,53,6,111201.41,1,1,1,121542.29,0,0.9149119626431044,0.1428571428571428,1.0,1.7247117276598238,0.5800000000000001,46-55,High,0,1,0,Premium Loyal,0.3833,1,42623.5,65.5,Stable,Cross-Sell Programme
545,Spain,Female,32,4,0.0,1,1,0,94739.2,0,0.0,0.2,0.3,0.7437479533786133,0.24,26-35,Low,0,1,0,High Risk,0.3055,1,0.0,31.5,Moderate Risk,Reactivation Campaign
756,Germany,Male,27,1,131899.0,1,1,0,93302.29,0,1.4136586180401571,0.5,0.3,1.9504664332859547,0.15,26-35,Premium,1,2,1,Wealthy Disengaged,0.2265,0,29875.12,22.5,High Risk,Reactivation Campaign
569,France,Male,35,10,124525.52,1,1,1,193793.78,0,0.6425638502750177,0.0909090909090909,1.0,1.97556762589803,0.7,26-35,Premium,0,0,1,Premium Loyal,0.021,0,2615.04,77.5,Stable,Cross-Sell Programme
596,France,Male,47,6,0.0,1,1,0,74835.65,0,0.0,0.1428571428571428,0.3,0.7643262252798965,0.3,46-55,Low,0,0,1,High Risk,0.7768,1,0.0,37.5,Moderate Risk,Reactivation Campaign
475,France,Male,39,6,0.0,1,1,1,56999.9,1,0.0,0.1428571428571428,1.0,0.3839590439811533,0.5800000000000001,36-45,Low,0,0,1,Young Active,0.2056,0,0.0,65.5,Stable,Cross-Sell Programme
646,France,Female,45,3,47134.75,1,1,1,57236.44,0,0.823495075950287,0.25,1.0,1.04771165394905,0.49,36-45,Low,0,0,0,Young Active,0.5878,1,27705.81,56.5,Moderate Risk,Cross-Sell Programme
784,Spain,Male,35,3,0.0,2,0,0,81483.64,0,0.0,0.5,0.0,1.2479660853289651,0.19,26-35,Medium,0,1,1,High Risk,0.0146,0,0.0,39.0,Moderate Risk,Reactivation Campaign
552,Spain,Male,45,9,0.0,2,1,0,26752.56,0,0.0,0.2,0.3,0.4140248603623281,0.49,36-45,Low,0,1,1,High Risk,0.0616,0,0.0,69.0,Stable,Reactivation Campaign
729,France,Male,44,5,0.0,2,0,1,9200.54,0,0.0,0.3333333333333333,0.7,0.7480222674405328,0.5299999999999999,36-45,Low,0,0,1,Young Active,0.0155,0,0.0,73.0,Stable,Standard Retention Programme
609,Spain,Male,61,1,0.0,1,1,0,22447.85,1,0.0,0.5,0.3,0.5284510875421274,0.15,56+,Low,0,1,1,High Risk,0.9632,1,0.0,22.5,High Risk,Immediate Outreach
555,France,Male,51,5,0.0,3,1,0,189122.89,1,0.0,0.5,0.3,1.248663992004532,0.47,46-55,Medium,0,0,1,High Risk,0.9784,1,0.0,33.0,Moderate Risk,Immediate Outreach
572,Germany,Female,21,1,138657.08,1,1,1,16161.82,0,8.578767814032451,0.5,1.0,1.1534963510690923,0.43,18-25,Medium,0,2,0,Premium Loyal,0.0523,0,7251.77,50.5,Moderate Risk,Cross-Sell Programme
785,France,Female,34,9,70302.48,1,1,1,68600.36,0,1.0247971760326615,0.1,1.0,1.562738808826501,0.67,26-35,High,0,0,0,Premium Loyal,0.1228,0,8633.14,74.5,Stable,Cross-Sell Programme
714,Germany,Female,36,1,101609.01,2,1,1,1842.8253000000004,0,55.10772088874145,1.0,1.0,1.2210201919088464,0.53,36-45,Medium,0,2,0,Premium Loyal,0.1106,0,11237.96,73.0,Stable,Relationship Manager Assignment
738,Spain,Male,35,3,0.0,1,1,1,15650.73,0,0.0,0.25,1.0,0.8024244457252867,0.49,26-35,Low,0,1,1,Young Active,0.193,0,0.0,56.5,Moderate Risk,Cross-Sell Programme
639,Germany,Male,38,5,130170.82,1,1,1,149599.62,0,0.8701221960176369,0.1666666666666666,1.0,1.9481683696217345,0.55,36-45,Premium,0,2,1,Premium Loyal,0.3749,1,48801.04,62.5,Stable,Cross-Sell Programme
520,Germany,Male,61,8,133802.29,2,1,1,90304.01,0,1.481670729010495,0.2222222222222222,1.0,1.3808279776851031,0.74,56+,Medium,0,2,1,Premium Loyal,0.173,0,23147.8,94.0,Loyal,Relationship Manager Assignment
764,France,Female,24,7,106234.02,1,0,0,115676.38,0,0.9183646794213356,0.125,0.0,1.945619189461416,0.21,18-25,Premium,1,0,0,Wealthy Disengaged,0.0938,0,9964.75,28.5,High Risk,Reactivation Campaign
661,Spain,Male,39,6,132628.98,1,0,0,38812.67,0,3.41706878014885,0.1428571428571428,0.0,1.4494322179851125,0.18,36-45,High,1,1,1,Wealthy Disengaged,0.1208,0,16021.58,25.5,High Risk,Reactivation Campaign
564,Germany,Male,41,9,103522.75,2,1,1,34338.21,0,3.014709715220589,0.2,1.0,1.038060275980273,0.77,36-45,Low,0,2,1,Young Active,0.068,0,7039.55,97.0,Loyal,Relationship Manager Assignment
708,Germany,Female,42,8,185967.98540000003,2,1,0,1842.8253000000004,0,100.8598728957673,0.2222222222222222,0.3,1.6602870813397128,0.4599999999999999,36-45,High,1,2,0,Wealthy Disengaged,0.0391,0,7271.35,66.0,Stable,Reactivation Campaign
512,Spain,Male,36,1,0.0,1,0,1,135482.26,1,0.0,0.5,0.7,0.8724329640543212,0.3099999999999999,36-45,Low,0,1,1,Young Active,0.3745,1,0.0,38.5,Moderate Risk,Cross-Sell Programme
592,Spain,Male,37,9,0.0,3,1,1,10656.89,0,0.0,0.3,1.0,0.4276928362338404,0.87,36-45,Low,0,1,1,Young Active,0.2489,0,0.0,73.0,Stable,Standard Retention Programme
619,France,Female,38,3,0.0,2,0,1,116467.35,0,0.0,0.5,0.7,1.0315111625722029,0.47,36-45,Low,0,0,0,Young Active,0.0775,0,0.0,67.0,Stable,Standard Retention Programme
775,France,Male,52,8,109922.61,1,1,1,96823.32,1,1.1352789257905451,0.1111111111111111,1.0,1.8956916696157124,0.64,46-55,Premium,0,0,1,Premium Loyal,0.3038,1,33394.49,71.5,Stable,Cross-Sell Programme
850,Germany,Female,44,5,128605.32,1,0,1,171096.2,0,0.7516506406884508,0.1666666666666666,0.7,2.5540845460075925,0.4299999999999999,36-45,Premium,0,2,0,Premium Loyal,0.4874,1,62682.23,50.5,Moderate Risk,Cross-Sell Programme
577,France,Female,37,4,0.0,1,1,1,79881.39,0,0.0,0.2,1.0,0.7445854823846996,0.52,36-45,Low,0,0,0,Young Active,0.2162,0,0.0,59.5,Moderate Risk,Cross-Sell Programme
724,France,Female,37,10,68598.56,1,1,0,157862.82,0,0.4345426330111611,0.0909090909090909,0.3,1.862537440610241,0.42,36-45,Premium,0,0,0,Wealthy Disengaged,0.2841,0,19488.85,49.5,Moderate Risk,Reactivation Campaign
710,Spain,Male,35,1,106518.52,1,1,1,127951.81,0,0.8324828505134042,0.5,1.0,1.8805197420862187,0.43,26-35,Premium,0,1,1,Premium Loyal,0.0463,0,4931.81,50.5,Moderate Risk,Cross-Sell Programme
696,France,Female,31,8,0.0,2,0,0,191074.11,0,0.0,0.2222222222222222,0.0,1.5959282584363037,0.3399999999999999,26-35,High,0,0,0,High Risk,0.0662,0,0.0,54.0,Moderate Risk,Reactivation Campaign
432,France,Female,46,6,0.0,1,1,0,157333.69,1,0.0,0.1428571428571428,0.3,0.7924033728805224,0.3,46-55,Low,0,0,0,High Risk,0.9554,1,0.0,37.5,Moderate Risk,Immediate Outreach
675,Germany,Female,29,8,121326.42,1,1,0,133457.52,0,0.9090946010790468,0.1111111111111111,0.3,1.9044716301620488,0.36,26-35,Premium,1,2,0,Wealthy Disengaged,0.4705,1,57084.08,43.5,Moderate Risk,Reactivation Campaign
745,France,Male,36,8,67226.37,1,1,0,130789.6,0,0.514000012233295,0.1111111111111111,0.3,1.76742909262708,0.36,36-45,High,0,0,1,Wealthy Disengaged,0.1672,0,11240.25,43.5,Moderate Risk,Reactivation Campaign
697,Spain,Female,25,5,82931.85,2,1,1,128373.88,0,0.646013067353987,0.3333333333333333,1.0,1.7247383075967564,0.65,18-25,High,0,1,0,Premium Loyal,0.0384,0,3184.58,85.0,Loyal,Standard Retention Programme
599,Spain,Female,39,4,0.0,1,1,0,194273.2,1,0.0,0.2,0.3,1.380173855924438,0.24,36-45,Medium,0,1,0,High Risk,0.5046,1,0.0,31.5,Moderate Risk,Reactivation Campaign
715,France,Female,38,5,118590.41,1,1,1,5684.17,1,20.85960666083864,0.1666666666666666,1.0,1.334302137171446,0.55,36-45,Medium,0,0,0,Premium Loyal,0.1473,0,17468.37,62.5,Stable,Cross-Sell Programme
659,France,Male,67,4,145981.87,1,1,1,131043.2,0,1.1139895546693406,0.2,1.0,1.9864694055208971,0.52,56+,Premium,0,0,1,Premium Loyal,0.1107,0,16160.19,59.5,Moderate Risk,Cross-Sell Programme
684,France,Female,48,3,73309.38,1,0,0,21228.34,1,3.4532105096060453,0.25,0.0,1.0958664325857723,0.09,46-55,Medium,0,0,0,Wealthy Disengaged,0.7506,1,55026.02,16.5,High Risk,Reactivation Campaign
635,France,Female,48,8,130796.33,2,1,1,43250.3,0,3.024101703301404,0.2222222222222222,1.0,1.3999913961077255,0.74,46-55,Medium,0,0,0,Premium Loyal,0.3713,1,48564.68,94.0,Loyal,Relationship Manager Assignment
789,Germany,Male,33,8,151607.56,1,1,0,4389.4,0,34.53160532069971,0.1111111111111111,0.3,1.6822794174502729,0.36,26-35,High,1,2,1,Wealthy Disengaged,0.1644,0,24924.28,43.5,Moderate Risk,Reactivation Campaign
571,Germany,Female,66,9,111577.01,1,0,1,189271.9,0,0.589503357321624,0.1,0.7,1.8876805471917169,0.55,56+,Premium,0,2,0,Premium Loyal,0.3535,1,39442.47,62.5,Stable,Cross-Sell Programme
694,Spain,Male,39,0,107042.74,1,1,1,102284.2,0,1.0465124964315464,1.0,1.0,1.7142553423606697,0.4,36-45,High,0,1,1,Premium Loyal,0.078,0,8349.33,47.5,Moderate Risk,Cross-Sell Programme
665,Spain,Female,42,2,156371.61,2,0,1,156774.94,1,0.9974209690594104,0.6666666666666666,0.7,2.1878244814420595,0.4399999999999999,36-45,Premium,0,1,0,Premium Loyal,0.3201,1,50054.55,64.0,Stable,Relationship Manager Assignment
706,France,Female,44,4,129605.99,1,0,0,69865.49,0,1.855052257527178,0.2,0.0,1.6990818376578445,0.12,36-45,High,1,0,0,Wealthy Disengaged,0.4464,1,57856.11,19.5,High Risk,Reactivation Campaign
807,Spain,Female,43,0,0.0,2,0,1,85523.24,0,0.0,2.0,0.7,1.3235763800135898,0.3799999999999999,36-45,Medium,0,1,0,Young Active,0.0921,0,0.0,58.0,Moderate Risk,Standard Retention Programme
771,Spain,Female,67,8,0.0,2,1,1,51219.8,0,0.0,0.2222222222222222,1.0,1.0626368105987218,0.74,56+,Low,0,1,0,Young Active,0.0191,0,0.0,94.0,Loyal,Standard Retention Programme
531,Spain,Male,27,8,132576.25,1,0,0,7222.92,0,18.352397313370027,0.1111111111111111,0.0,0.9771580692754892,0.24,26-35,Low,1,1,1,Wealthy Disengaged,0.0335,0,4441.3,31.5,Moderate Risk,Reactivation Campaign
629,France,Female,37,6,129101.3,1,1,1,23971.33,0,5.385429785089726,0.1428571428571428,1.0,1.278274346059278,0.5800000000000001,36-45,Medium,0,0,0,Premium Loyal,0.1486,0,19184.45,65.5,Stable,Cross-Sell Programme
850,Germany,Female,31,1,108822.4,1,1,1,132173.31,0,0.8233248957380598,0.5,1.0,2.249349914995986,0.43,26-35,Premium,0,2,0,Premium Loyal,0.056,0,6094.05,50.5,Moderate Risk,Cross-Sell Programme
685,Spain,Male,35,4,137948.51,1,1,0,113639.64,0,1.2139012064697985,0.2,0.3,1.916781823802297,0.24,26-35,Premium,1,1,1,Wealthy Disengaged,0.1477,0,20374.99,31.5,Moderate Risk,Reactivation Campaign
642,Spain,Male,32,7,100433.8,1,1,1,39768.59,0,2.525391888626461,0.125,1.0,1.235727012009733,0.6100000000000001,26-35,Medium,0,1,1,Premium Loyal,0.043,0,4318.65,68.5,Stable,Cross-Sell Programme
529,Spain,Male,63,4,96134.11,3,1,0,108732.96,1,0.8841222190381,0.6,0.3,1.2937236457786985,0.4399999999999999,56+,Medium,0,1,1,High Risk,0.9975,1,95893.77,30.0,High Risk,Immediate Outreach
683,Germany,Female,43,4,115888.04,1,1,1,117349.19,1,0.9875402843404002,0.2,1.0,1.812276429355759,0.52,36-45,Premium,0,2,0,Premium Loyal,0.6479,1,75083.86,59.5,Moderate Risk,Cross-Sell Programme
663,France,Female,42,5,124626.07,1,1,1,78004.5,0,1.5976574728705029,0.1666666666666666,1.0,1.6109101943593929,0.55,36-45,High,0,0,0,Premium Loyal,0.1774,0,22108.66,62.5,Stable,Cross-Sell Programme
563,France,Female,34,6,139810.34,1,1,1,152417.79,0,0.9172775876255151,0.1428571428571428,1.0,1.832546277666136,0.5800000000000001,26-35,Premium,0,0,0,Premium Loyal,0.1368,0,19126.05,65.5,Stable,Cross-Sell Programme
637,Spain,Female,34,9,0.0,2,0,0,26057.08,0,0.0,0.2,0.0,0.6138298785066492,0.37,26-35,Low,0,1,0,High Risk,0.0305,0,0.0,57.0,Moderate Risk,Reactivation Campaign
544,France,Male,37,3,84496.71,1,0,0,79972.09,0,1.0565642768086116,0.25,0.0,1.1204619264516655,0.09,36-45,Medium,0,0,1,Wealthy Disengaged,0.1081,0,9134.09,16.5,High Risk,Reactivation Campaign
649,Germany,Male,70,9,116854.71,2,0,1,107125.79,0,1.0908075374983233,0.2,0.7,1.6840348736288564,0.6499999999999999,56+,High,0,2,1,Premium Loyal,0.1033,0,12071.09,85.0,Loyal,Relationship Manager Assignment
638,France,Female,48,10,138333.03,1,1,1,47679.14,0,2.901271472776716,0.0909090909090909,1.0,1.4702652907870877,0.7,46-55,High,0,0,0,Premium Loyal,0.4654,1,64380.19,77.5,Stable,Cross-Sell Programme
723,France,Male,25,3,0.0,2,1,1,134509.47,0,0.0,0.5,1.0,1.372260178032649,0.59,18-25,Medium,0,0,1,Young Active,0.0099,0,0.0,79.0,Stable,Standard Retention Programme
635,Germany,Male,43,5,78992.75,2,0,0,153265.31,0,0.5153953925034145,0.3333333333333333,0.0,1.6820815832634672,0.25,36-45,High,0,2,1,Wealthy Disengaged,0.1513,0,11951.6,45.0,Moderate Risk,Reactivation Campaign
750,Spain,Female,38,7,97257.41,2,0,1,179883.04,0,0.5406672543044952,0.25,0.7,2.191062907553576,0.59,36-45,Premium,0,1,0,Premium Loyal,0.0851,0,8276.61,79.0,Stable,Relationship Manager Assignment
730,France,Male,34,5,122453.37,2,1,0,138882.98,0,0.8816954266431591,0.3333333333333333,0.3,2.06975940076487,0.37,26-35,Premium,1,0,1,Wealthy Disengaged,0.0433,0,5302.23,57.0,Moderate Risk,Reactivation Campaign
750,Spain,Female,36,8,112940.07,1,0,1,9855.81,0,11.458075178480666,0.1111111111111111,0.7,1.4089100586069878,0.52,36-45,Medium,0,1,0,Premium Loyal,0.0476,0,5375.95,59.5,Moderate Risk,Cross-Sell Programme
586,France,Female,43,8,132558.26,1,1,0,67046.83,1,1.97707010055359,0.1111111111111111,0.3,1.4135113609246237,0.36,36-45,Medium,1,0,0,Wealthy Disengaged,0.492,1,65218.66,43.5,Moderate Risk,Reactivation Campaign
520,France,Female,38,4,0.0,2,1,0,56388.63,0,0.0,0.4,0.3,0.4884994282559467,0.3399999999999999,36-45,Low,0,0,0,High Risk,0.0803,0,0.0,54.0,Moderate Risk,Reactivation Campaign
652,France,Female,48,8,133297.24,1,1,0,77764.37,0,1.7140951042861363,0.1111111111111111,0.3,1.629997887639576,0.36,46-55,High,1,0,0,Wealthy Disengaged,0.5964,1,79498.47,43.5,Moderate Risk,Reactivation Campaign
550,France,Female,46,7,0.0,2,1,0,130590.35,0,0.0,0.25,0.3,0.938412191776228,0.43,46-55,Low,0,0,0,High Risk,0.1716,0,0.0,63.0,Stable,Reactivation Campaign
594,France,Male,27,0,185967.98540000003,1,0,0,151912.49,0,1.2241703182515262,1.0,0.0,2.152335981828545,0.0,26-35,Premium,1,0,1,Wealthy Disengaged,0.025,0,4649.2,7.5,High Risk,Reactivation Campaign
749,Germany,Female,44,0,71497.79,2,0,0,151083.8,0,0.4732295373194391,2.0,0.0,1.9033891526232585,0.0999999999999999,36-45,Premium,0,2,0,Wealthy Disengaged,0.1917,0,13706.13,30.0,High Risk,Reactivation Campaign
668,France,Male,32,7,0.0,2,1,1,1842.8253000000004,0,0.0,0.25,1.0,0.5645933014354065,0.71,26-35,Low,0,0,1,Young Active,0.0102,0,0.0,91.0,Loyal,Standard Retention Programme
614,Germany,Female,35,6,128100.28,1,0,0,69454.24,1,1.844357315589148,0.1428571428571428,0.0,1.468793747231751,0.18,26-35,High,1,2,0,Wealthy Disengaged,0.653,1,83649.48,25.5,High Risk,Reactivation Campaign
773,France,Male,25,1,124532.78,2,0,1,11723.57,0,10.621522153904152,1.0,0.7,1.5357894778017116,0.4099999999999999,18-25,High,0,0,1,Premium Loyal,0.0133,0,1656.29,61.0,Stable,Relationship Manager Assignment
551,Germany,Male,31,9,82293.82,2,1,1,91565.25,0,0.8987352872919881,0.2,1.0,1.1844431825966186,0.77,26-35,Medium,0,2,1,Young Active,0.0092,0,757.1,97.0,Loyal,Standard Retention Programme
566,France,Male,36,1,142120.91,1,1,0,79616.37,0,1.785049041434049,0.5,0.3,1.4811415667170822,0.15,36-45,High,1,0,1,Wealthy Disengaged,0.2404,0,34165.87,22.5,High Risk,Reactivation Campaign
569,Spain,Male,34,0,151839.26,1,1,0,102299.81,1,1.4842429888873805,1.0,0.3,1.6561747974360996,0.12,26-35,High,1,1,1,Wealthy Disengaged,0.2499,0,37944.63,19.5,High Risk,Reactivation Campaign
659,Spain,Male,31,7,149620.88,2,1,1,104533.51,0,1.4313060825558948,0.25,1.0,1.8709402250022025,0.71,26-35,Premium,0,1,1,Premium Loyal,0.0475,0,7106.99,91.0,Loyal,Relationship Manager Assignment
